"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","SECT","Sector","SEX","Sex","COU","Country of residence","Value","Flag Codes","Flags"
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",75,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","2","Women","IRL","Ireland",17,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","1","Men","IRL","Ireland",16,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",33,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","P","Private households with employed persons","2","Women","IRL","Ireland",2,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",2,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","I","Transport, storage and communications","2","Women","IRL","Ireland",5,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","I","Transport, storage and communications","1","Men","IRL","Ireland",26,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",31,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","A_B","Agriculture and fishing","2","Women","IRL","Ireland",6,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","A_B","Agriculture and fishing","1","Men","IRL","Ireland",8,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",14,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","K","Real estate, renting and business activities","2","Women","IRL","Ireland",24,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","K","Real estate, renting and business activities","1","Men","IRL","Ireland",31,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",55,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","N","Health and social work","2","Women","IRL","Ireland",34,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","N","Health and social work","1","Men","IRL","Ireland",11,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",45,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","999","Unknown","2","Women","IRL","Ireland",49,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","999","Unknown","1","Men","IRL","Ireland",84,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",133,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","ALL_SECT","All sectors","2","Women","IRL","Ireland",238,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","ALL_SECT","All sectors","1","Men","IRL","Ireland",406,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",644,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",31,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",58,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",89,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","H","Hotels and restaurants","2","Women","IRL","Ireland",39,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","H","Hotels and restaurants","1","Men","IRL","Ireland",83,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",122,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",2,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",3,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",4,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",5,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","F","Construction","2","Women","IRL","Ireland",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","F","Construction","1","Men","IRL","Ireland",21,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","F","Construction","ALL_SEX","Men and women","IRL","Ireland",22,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","J","Financial intermediation","2","Women","IRL","Ireland",4,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","J","Financial intermediation","1","Men","IRL","Ireland",2,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",6,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","M","Education","2","Women","IRL","Ireland",6,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","M","Education","1","Men","IRL","Ireland",3,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","M","Education","ALL_SEX","Men and women","IRL","Ireland",9,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","D","Manufacturing","2","Women","IRL","Ireland",17,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","D","Manufacturing","1","Men","IRL","Ireland",58,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",75,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","O","Other community, social and personal service activities","2","Women","IRL","Ireland",17,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","O","Other community, social and personal service activities","1","Men","IRL","Ireland",16,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",33,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","P","Private households with employed persons","2","Women","IRL","Ireland",2,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",2,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","I","Transport, storage and communications","2","Women","IRL","Ireland",5,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","I","Transport, storage and communications","1","Men","IRL","Ireland",26,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",31,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","A_B","Agriculture and fishing","2","Women","IRL","Ireland",6,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","A_B","Agriculture and fishing","1","Men","IRL","Ireland",8,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",14,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","K","Real estate, renting and business activities","2","Women","IRL","Ireland",24,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","K","Real estate, renting and business activities","1","Men","IRL","Ireland",31,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",55,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","N","Health and social work","2","Women","IRL","Ireland",34,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","N","Health and social work","1","Men","IRL","Ireland",11,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",45,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","999","Unknown","2","Women","IRL","Ireland",49,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","999","Unknown","1","Men","IRL","Ireland",84,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",133,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_SECT","All sectors","2","Women","IRL","Ireland",238,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_SECT","All sectors","1","Men","IRL","Ireland",406,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",644,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","2","Women","IRL","Ireland",7,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","1","Men","IRL","Ireland",14,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",21,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",150,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",292,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",442,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","H","Hotels and restaurants","2","Women","IRL","Ireland",113,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","H","Hotels and restaurants","1","Men","IRL","Ireland",270,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",383,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",29,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",87,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",116,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",4,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",12,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",16,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","F","Construction","2","Women","IRL","Ireland",23,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","F","Construction","1","Men","IRL","Ireland",166,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","F","Construction","ALL_SEX","Men and women","IRL","Ireland",189,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","J","Financial intermediation","2","Women","IRL","Ireland",120,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","J","Financial intermediation","1","Men","IRL","Ireland",119,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",239,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","C","Mining and quarrying","1","Men","IRL","Ireland",9,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",9,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","M","Education","2","Women","IRL","Ireland",186,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","M","Education","1","Men","IRL","Ireland",114,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","M","Education","ALL_SEX","Men and women","IRL","Ireland",300,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","D","Manufacturing","2","Women","IRL","Ireland",132,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","D","Manufacturing","1","Men","IRL","Ireland",503,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",635,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","2","Women","IRL","Ireland",66,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","1","Men","IRL","Ireland",81,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",147,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","P","Private households with employed persons","2","Women","IRL","Ireland",3,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",3,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","I","Transport, storage and communications","2","Women","IRL","Ireland",66,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","I","Transport, storage and communications","1","Men","IRL","Ireland",150,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",216,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","A_B","Agriculture and fishing","2","Women","IRL","Ireland",6,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","A_B","Agriculture and fishing","1","Men","IRL","Ireland",35,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",41,,
"AFRI","Africa","1","Foreign-born","3_4","ISCED 5/6","K","Real estate, renting and business activities","2","Women","IRL","Ireland",347,,
