"Statistic Label","Year","Item","UNIT","VALUE"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1947"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","29626"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","3817"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1911"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net operating balance - ESA2010 Code  (NOB)","Euro Million","2695"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","2258"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","437"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net acquisition of financial assets","Euro Million","15935"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","2624"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-1257"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","14568"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net incurrence of liabilities","Euro Million","17013"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","2207"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","14806"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2018","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-200"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","88298"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","80633"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","64606"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","16027"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4969"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","1581"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","655"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","461"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","86604"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","83364"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","23777"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","12658"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","4726"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","4620"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","1791"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","30835"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","3335"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1622"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net operating balance - ESA2010 Code  (NOB)","Euro Million","4934"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","3240"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","1695"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net acquisition of financial assets","Euro Million","-1107"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","294"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-2347"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","946"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net incurrence of liabilities","Euro Million","-3559"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-3811"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","252"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2019","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-137"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","83284"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","76970"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","61541"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","15429"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","3954"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","1111"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","712"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","537"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","101989"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","98131"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","24910"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","14925"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","5023"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","3827"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","6353"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","37242"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","4349"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1502"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-14847"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","3857"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-18704"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net acquisition of financial assets","Euro Million","-1118"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-595"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-1276"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","754"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net incurrence of liabilities","Euro Million","17565"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","15587"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","1978"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2020","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-82"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","99349"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","93031"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","75716"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","17315"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4058"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","480"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","1067"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","713"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","105914"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","102558"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","26632"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","16271"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","5645"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","3290"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","7377"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","37319"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","4548"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1476"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net operating balance - ESA2010 Code  (NOB)","Euro Million","-3209"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","3356"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","-6565"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net acquisition of financial assets","Euro Million","13389"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","11254"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-962"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","3097"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net incurrence of liabilities","Euro Million","20028"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","17840"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","2188"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2021","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-29"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","115959"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","108977"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","88842"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","20135"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4483"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","676"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","1133"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","690"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","107324"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","103278"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","28751"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","17553"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","6545"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","3327"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","3407"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","36958"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","4928"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","1809"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net operating balance - ESA2010 Code  (NOB)","Euro Million","12682"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","4046"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","8635"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net acquisition of financial assets","Euro Million","-5780"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-6413"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-2514"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","3146"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net incurrence of liabilities","Euro Million","-12696"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-13209"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","514"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2022","Memo: Net derivative flows on debt interest swap contracts","Euro Million","-6"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - ESA2010 Code (TR)","Euro Million","123715"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Taxes and social contributions - ESA2010 Code ( D2 + D5 + D91 + D61)","Euro Million","115062"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Taxes - ESA2010 Code (D2 + D5 + D91)","Euro Million","93499"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Social contributions - ESA2010 Code (D61)","Euro Million","21563"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Sales of goods and services - ESA2010 Code (P10)","Euro Million","4591"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Investment income - ESA2010 Code (D4)","Euro Million","2006"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Current transfer revenue (excluding taxes) - ESA2010 Code (D7)","Euro Million","1235"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Revenue - Capital transfer revenue (excluding taxes) - ESA2010 Code (D9N)","Euro Million","821"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - ESA2010 Code (TE)","Euro Million","115387"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Expense - ESA2010 Code (Expense)","Euro Million","109968"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Compensation of employees - ESA2010 Code (D1)","Euro Million","31082"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Use of goods and services plus taxes payable - ESA2010 Code (P2 + D5 + D29)","Euro Million","18982"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Depreciation (consumption of fixed capital) - ESA2010 Code (P51c)","Euro Million","6545"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Interest (excluding FISIM) - ESA2010 Code (D41)","Euro Million","3486"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Subsidies - ESA2010 Code (D3)","Euro Million","2538"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Social benefits - ESA2010 Code (D62 + D632)","Euro Million","39790"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Other current transfers - ESA2010 Code (D7)","Euro Million","5330"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government transactions - Expenditure - Capital transfers - ESA2010 Code (D9)","Euro Million","2216"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net operating balance - ESA2010 Code  (NOB)","Euro Million","13747"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net acquisition of non-financial assets - ESA2010 Code (P5 + NP - P51c)","Euro Million","5419"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","General Government Surplus/Deficit - ESA2010 Code (B9)","Euro Million","8328"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net acquisition of financial assets","Euro Million","1928"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net acquisition of financial assets - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","3366"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net acquisition of financial assets - Equity and Investment Fund Shares - ESA2010 Code (F5)","Euro Million","-2517"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net acquisition of financial assets - Other financial assets - ESA2010 Code (F6 + F7 + F8)","Euro Million","1079"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net incurrence of liabilities","Euro Million","-7532"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net incurrence of liabilities - Debt instruments - ESA2010 Code (F2 + F3 + F4)","Euro Million","-6726"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Net incurrence of liabilities - Other liabilities - ESA2010 Code (F5 + F6 + F7 + F8)","Euro Million","-807"
"General Government Transactions ESA 2010: Revenue, Expenditure, Financing and Deficit","2023","Memo: Net derivative flows on debt interest swap contracts","Euro Million","2"
